2011 super output area - lower layer,mnemonic,All categories: Method of travel to work,Bicycle,On foot,per_Bicycle,per_Walk
Hounslow 027A,E01002596,1515,44,55,0.041431262,0.051789077
Hounslow 027B,E01002601,1205,24,38,0.02259887,0.035781544
Hounslow 027C,E01002602,1081,21,37,0.019774011,0.034839925
Hounslow 027D,E01002614,1319,17,76,0.016007533,0.071563089
Hounslow 027E,E01002616,978,16,35,0.015065913,0.032956685
Hounslow 028A,E01002608,1196,33,45,0.031073446,0.042372881
Hounslow 028B,E01002609,1289,32,44,0.030131827,0.041431262
Hounslow 028C,E01002610,1096,13,46,0.012241055,0.043314501
Hounslow 028D,E01002617,1206,23,35,0.02165725,0.032956685
Hounslow 029A,E01002687,1411,57,117,0.053672316,0.110169492
Hounslow 029B,E01002691,1212,44,54,0.041431262,0.050847458
Hounslow 029C,E01002692,1469,57,136,0.053672316,0.128060264
Hounslow 029D,E01002693,1248,40,92,0.037664783,0.086629002
Hounslow 029E,E01032573,1319,39,113,0.036723164,0.106403013
Kingston upon Thames 001A,E01003006,1032,38,48,0.035781544,0.04519774
Kingston upon Thames 001B,E01003007,1029,45,54,0.042372881,0.050847458
Kingston upon Thames 001C,E01003008,976,60,63,0.056497175,0.059322034
Kingston upon Thames 001D,E01003009,1333,83,75,0.078154426,0.070621469
Kingston upon Thames 001E,E01003010,1082,50,88,0.047080979,0.082862524
Kingston upon Thames 002A,E01002952,1094,23,36,0.02165725,0.033898305
Kingston upon Thames 002B,E01002953,947,18,35,0.016949153,0.032956685
Kingston upon Thames 002C,E01002955,1056,21,33,0.019774011,0.031073446
Kingston upon Thames 002D,E01002956,1219,14,37,0.013182674,0.034839925
Kingston upon Thames 002E,E01002959,1012,20,31,0.018832392,0.029190207
Kingston upon Thames 003A,E01002935,1450,49,168,0.04613936,0.15819209
Kingston upon Thames 003B,E01002938,1357,60,74,0.056497175,0.069679849
Kingston upon Thames 003C,E01002951,1137,36,81,0.033898305,0.076271186
Kingston upon Thames 003D,E01002954,930,11,155,0.010357815,0.145951036
Kingston upon Thames 003E,E01002957,1258,27,85,0.025423729,0.080037665
Kingston upon Thames 004A,E01002933,1377,73,140,0.06873823,0.131826742
Kingston upon Thames 004B,E01002934,1307,84,113,0.079096045,0.106403013
Kingston upon Thames 004D,E01002937,1223,59,113,0.055555556,0.106403013
Kingston upon Thames 004E,E01003011,1276,61,117,0.057438795,0.110169492
Kingston upon Thames 004F,E01033568,1161,29,102,0.027306968,0.096045198
Kingston upon Thames 004G,E01033569,1335,55,146,0.051789077,0.13747646
Kingston upon Thames 005A,E01002964,1794,53,236,0.049905838,0.222222222
Kingston upon Thames 005B,E01002969,1287,40,155,0.037664783,0.145951036
Kingston upon Thames 005C,E01002971,1334,46,195,0.043314501,0.183615819
Kingston upon Thames 005D,E01002972,1488,44,209,0.041431262,0.196798493
Kingston upon Thames 005E,E01002974,1437,65,143,0.061205273,0.134651601
Kingston upon Thames 006A,E01002932,1256,30,93,0.028248588,0.087570621
Kingston upon Thames 006B,E01002960,1159,27,78,0.025423729,0.073446328
Kingston upon Thames 006C,E01002962,1103,25,100,0.02354049,0.094161959
Kingston upon Thames 006D,E01002970,1196,47,133,0.044256121,0.125235405
Kingston upon Thames 006E,E01002973,1026,33,99,0.031073446,0.093220339
Kingston upon Thames 007A,E01002929,1211,40,67,0.037664783,0.063088512
Kingston upon Thames 007B,E01002930,1266,37,102,0.034839925,0.096045198
Kingston upon Thames 007C,E01002931,1316,34,81,0.032015066,0.076271186
Kingston upon Thames 007D,E01002963,1281,37,97,0.034839925,0.0913371
Kingston upon Thames 007E,E01002985,1183,25,90,0.02354049,0.084745763
Kingston upon Thames 008A,E01002927,1137,39,52,0.036723164,0.048964218
Kingston upon Thames 008B,E01002928,1156,36,83,0.033898305,0.078154426
Kingston upon Thames 008C,E01002958,1241,51,74,0.048022599,0.069679849
Kingston upon Thames 008D,E01002961,1260,44,74,0.041431262,0.069679849
Kingston upon Thames 008E,E01002986,922,27,34,0.025423729,0.032015066
Kingston upon Thames 009A,E01002965,1927,52,261,0.048964218,0.245762712
Kingston upon Thames 009B,E01002967,1534,47,145,0.044256121,0.13653484
Kingston upon Thames 009C,E01002968,2276,49,256,0.04613936,0.241054614
Kingston upon Thames 009D,E01002990,1437,36,111,0.033898305,0.104519774
Kingston upon Thames 009E,E01002991,1317,47,120,0.044256121,0.11299435
Kingston upon Thames 010A,E01002922,1223,40,60,0.037664783,0.056497175
Kingston upon Thames 010B,E01002926,1081,36,67,0.033898305,0.063088512
Kingston upon Thames 010C,E01002966,1461,70,179,0.065913371,0.168549906
Kingston upon Thames 010D,E01002992,1548,51,132,0.048022599,0.124293785
Kingston upon Thames 011A,E01002921,1302,35,88,0.032956685,0.082862524
Kingston upon Thames 011B,E01002987,1411,40,116,0.037664783,0.109227872
Kingston upon Thames 011C,E01002988,1652,39,104,0.036723164,0.097928437
Kingston upon Thames 011D,E01002989,1535,36,94,0.033898305,0.088512241
Kingston upon Thames 012A,E01002975,991,12,41,0.011299435,0.038606403
Kingston upon Thames 012B,E01002977,1168,15,56,0.014124294,0.052730697
Kingston upon Thames 012C,E01002980,1049,15,30,0.014124294,0.028248588
Kingston upon Thames 012D,E01002981,1118,19,42,0.017890772,0.039548023
Kingston upon Thames 012E,E01002984,965,22,48,0.020715631,0.04519774
Kingston upon Thames 013A,E01002923,1191,30,95,0.028248588,0.089453861
Kingston upon Thames 013B,E01002925,1249,52,89,0.048964218,0.083804143
Kingston upon Thames 013C,E01002993,1262,57,82,0.053672316,0.077212806
Kingston upon Thames 013D,E01002995,1060,17,53,0.016007533,0.049905838
Kingston upon Thames 013E,E01002999,1191,21,86,0.019774011,0.080979284
Kingston upon Thames 014A,E01002915,991,24,39,0.02259887,0.036723164
Kingston upon Thames 014B,E01002916,1077,28,51,0.026365348,0.048022599
Kingston upon Thames 014C,E01002917,1019,34,56,0.032015066,0.052730697
Kingston upon Thames 014D,E01002920,1108,45,29,0.042372881,0.027306968
Kingston upon Thames 014E,E01002924,1060,35,49,0.032956685,0.04613936
Kingston upon Thames 015A,E01002976,1185,22,49,0.020715631,0.04613936
Kingston upon Thames 015B,E01002978,1337,19,52,0.017890772,0.048964218
Kingston upon Thames 015C,E01002979,1168,24,38,0.02259887,0.035781544
Kingston upon Thames 015D,E01002982,1007,14,38,0.013182674,0.035781544
Kingston upon Thames 015E,E01002983,1210,18,37,0.016949153,0.034839925
Kingston upon Thames 016A,E01002994,1079,20,35,0.018832392,0.032956685
Kingston upon Thames 016B,E01002996,1106,38,71,0.035781544,0.066854991
Kingston upon Thames 016C,E01002997,1114,36,62,0.033898305,0.058380414
Kingston upon Thames 016D,E01002998,1113,27,77,0.025423729,0.072504708
Kingston upon Thames 016E,E01003002,1320,34,72,0.032015066,0.06779661
Kingston upon Thames 017A,E01002918,1223,23,69,0.02165725,0.064971751
Kingston upon Thames 017B,E01002919,1256,24,79,0.02259887,0.074387947
Kingston upon Thames 017C,E01003000,1153,21,75,0.019774011,0.070621469
Kingston upon Thames 017D,E01003001,1340,33,95,0.031073446,0.089453861
Kingston upon Thames 017E,E01003003,1176,27,109,0.025423729,0.102636535
Kingston upon Thames 018A,E01002939,1140,19,79,0.017890772,0.074387947
Kingston upon Thames 018B,E01002941,1090,21,52,0.019774011,0.048964218
Kingston upon Thames 018C,E01002942,996,23,47,0.02165725,0.044256121
Kingston upon Thames 018D,E01003004,1137,23,61,0.02165725,0.057438795
Kingston upon Thames 018E,E01003005,1090,12,68,0.011299435,0.064030132
Kingston upon Thames 019A,E01002944,979,15,49,0.014124294,0.04613936
Kingston upon Thames 019B,E01002945,1154,13,47,0.012241055,0.044256121
Kingston upon Thames 019C,E01002946,1144,20,31,0.018832392,0.029190207
Kingston upon Thames 019D,E01002947,1188,16,62,0.015065913,0.058380414
Kingston upon Thames 020A,E01002940,1104,18,57,0.016949153,0.053672316
Kingston upon Thames 020B,E01002943,1036,17,49,0.016007533,0.04613936
Kingston upon Thames 020C,E01002948,1492,23,65,0.02165725,0.061205273
Kingston upon Thames 020D,E01002949,1341,24,49,0.02259887,0.04613936
Kingston upon Thames 020E,E01002950,1148,27,56,0.025423729,0.052730697
Merton 001A,E01003472,957,44,36,0.041431262,0.033898305
Merton 001B,E01003473,1040,32,44,0.030131827,0.041431262
Merton 001C,E01003474,1007,30,30,0.028248588,0.028248588
Merton 001D,E01003475,2002,53,109,0.049905838,0.102636535
Merton 001E,E01003478,1182,70,58,0.065913371,0.054613936
Merton 002A,E01003460,1097,38,51,0.035781544,0.048022599
Merton 002B,E01003462,1021,16,42,0.015065913,0.039548023
Merton 002C,E01003464,930,29,30,0.027306968,0.028248588
Merton 002D,E01003465,893,19,32,0.017890772,0.030131827
Merton 003A,E01003400,1228,29,79,0.027306968,0.074387947
Merton 003B,E01003454,1033,39,65,0.036723164,0.061205273
Merton 003C,E01003456,1276,29,90,0.027306968,0.084745763
Merton 003D,E01003476,1045,32,73,0.030131827,0.06873823
Merton 003E,E01003477,1164,45,68,0.042372881,0.064030132
Merton 004A,E01003401,1027,15,54,0.014124294,0.050847458
Merton 004B,E01003402,1183,26,51,0.024482109,0.048022599
Merton 004C,E01003403,1159,21,72,0.019774011,0.06779661
Merton 004D,E01003404,1334,24,64,0.02259887,0.060263653
Merton 004E,E01003461,1223,34,65,0.032015066,0.061205273
Merton 005A,E01003367,2014,37,110,0.034839925,0.103578154
Merton 005B,E01003369,1410,63,119,0.059322034,0.112052731
Merton 005C,E01003370,1668,68,125,0.064030132,0.117702448
Merton 005D,E01003371,1274,53,74,0.049905838,0.069679849
Merton 005E,E01003455,1301,50,102,0.047080979,0.096045198
Merton 006A,E01003359,1356,52,97,0.048964218,0.0913371
Merton 006B,E01003360,1359,50,86,0.047080979,0.080979284
Merton 006C,E01003457,1191,44,52,0.041431262,0.048964218
Merton 006D,E01003458,1281,37,86,0.034839925,0.080979284
Merton 006E,E01003459,1639,45,132,0.042372881,0.124293785
Merton 007A,E01003394,1494,29,56,0.027306968,0.052730697
Merton 007B,E01003395,1113,18,50,0.016949153,0.047080979
Merton 007C,E01003396,1249,32,51,0.030131827,0.048022599
Merton 007D,E01003397,1189,17,50,0.016007533,0.047080979
Merton 007E,E01003398,1291,20,58,0.018832392,0.054613936
Merton 008A,E01003368,1254,29,61,0.027306968,0.057438795
Merton 008B,E01003372,1175,34,81,0.032015066,0.076271186
Merton 008C,E01003393,1234,41,50,0.038606403,0.047080979
Merton 008D,E01003406,1200,22,70,0.020715631,0.065913371
Merton 008E,E01003407,1449,40,72,0.037664783,0.06779661
Merton 009A,E01003355,1302,36,81,0.033898305,0.076271186
Merton 009B,E01003356,1354,47,85,0.044256121,0.080037665
Merton 009C,E01003358,1521,30,85,0.028248588,0.080037665
Merton 009D,E01003383,1274,20,72,0.018832392,0.06779661
Merton 009E,E01003384,1206,37,63,0.034839925,0.059322034
Merton 010A,E01003442,1190,32,63,0.030131827,0.059322034
Merton 010B,E01003443,1118,30,34,0.028248588,0.032015066
Merton 010C,E01003444,1125,31,31,0.029190207,0.029190207
Merton 010D,E01003445,1241,34,44,0.032015066,0.041431262
Merton 010E,E01003463,904,25,33,0.02354049,0.031073446
Merton 011A,E01003380,1264,48,88,0.04519774,0.082862524
Merton 011B,E01003382,1187,26,51,0.024482109,0.048022599
Merton 011C,E01003385,1193,45,68,0.042372881,0.064030132
Merton 011D,E01003399,1132,35,59,0.032956685,0.055555556
Merton 011E,E01003423,1167,42,47,0.039548023,0.044256121
Merton 012A,E01003357,1358,33,97,0.031073446,0.0913371
Merton 012B,E01003376,1188,18,90,0.016949153,0.084745763
Merton 012C,E01003377,1109,21,65,0.019774011,0.061205273
Merton 012D,E01003408,1527,38,104,0.035781544,0.097928437
Merton 012E,E01003410,1230,23,88,0.02165725,0.082862524
Merton 013A,E01003386,1551,25,69,0.02354049,0.064971751
Merton 013B,E01003388,1062,15,56,0.014124294,0.052730697
Merton 013C,E01003389,1288,28,71,0.026365348,0.066854991
Merton 013D,E01003392,1009,19,46,0.017890772,0.043314501
Merton 013E,E01003409,1221,28,52,0.026365348,0.048964218
Merton 014A,E01003387,1162,20,51,0.018832392,0.048022599
Merton 014B,E01003391,943,15,41,0.014124294,0.038606403
Merton 014C,E01003411,1261,35,38,0.032956685,0.035781544
Merton 014D,E01003412,1198,14,51,0.013182674,0.048022599
Merton 014E,E01003435,968,25,28,0.02354049,0.026365348
Merton 015A,E01003361,1252,33,71,0.031073446,0.066854991
Merton 015B,E01003424,1068,38,64,0.035781544,0.060263653
Merton 015C,E01003425,1044,41,62,0.038606403,0.058380414
Merton 015D,E01003426,1253,28,56,0.026365348,0.052730697
Merton 015E,E01003428,1084,39,41,0.036723164,0.038606403
Merton 016A,E01003366,1178,29,75,0.027306968,0.070621469
Merton 016B,E01003381,1187,44,48,0.041431262,0.04519774
Merton 016C,E01003446,1365,25,82,0.02354049,0.077212806
Merton 016D,E01003447,1152,40,44,0.037664783,0.041431262
Merton 016E,E01003471,1122,31,46,0.029190207,0.043314501
Merton 017A,E01003413,1388,17,39,0.016007533,0.036723164
Merton 017B,E01003414,1185,14,27,0.013182674,0.025423729
Merton 017C,E01003415,1183,6,34,0.005649718,0.032015066
Merton 017D,E01003416,1145,15,43,0.014124294,0.040489642
Merton 017E,E01003434,1095,16,33,0.015065913,0.031073446
Merton 018A,E01003373,1016,11,61,0.010357815,0.057438795
Merton 018B,E01003378,1442,27,97,0.025423729,0.0913371
Merton 018C,E01003379,1221,20,70,0.018832392,0.065913371
Merton 018D,E01003390,1151,20,55,0.018832392,0.051789077
Merton 018E,E01003405,1254,34,83,0.032015066,0.078154426
Merton 019A,E01003429,1052,26,27,0.024482109,0.025423729
Merton 019B,E01003430,1010,15,27,0.014124294,0.025423729
Merton 019C,E01003431,1066,14,30,0.013182674,0.028248588
Merton 019D,E01003432,1035,9,41,0.008474576,0.038606403
Merton 019E,E01003433,1102,13,29,0.012241055,0.027306968
Merton 020A,E01003466,1167,27,39,0.025423729,0.036723164
Merton 020B,E01003467,1181,29,40,0.027306968,0.037664783
Merton 020C,E01003468,1228,35,41,0.032956685,0.038606403
Merton 020D,E01003469,1188,26,74,0.024482109,0.069679849
Merton 020E,E01003470,1302,31,65,0.029190207,0.061205273
Merton 021A,E01003362,997,24,44,0.02259887,0.041431262
Merton 021B,E01003363,1170,21,49,0.019774011,0.04613936
Merton 021C,E01003364,1272,24,46,0.02259887,0.043314501
Merton 021D,E01003365,1045,29,57,0.027306968,0.053672316
Merton 021E,E01003421,1206,24,59,0.02259887,0.055555556
Merton 022A,E01003374,1000,12,36,0.011299435,0.033898305
Merton 022B,E01003375,1179,11,59,0.010357815,0.055555556
Merton 022C,E01003437,1370,24,50,0.02259887,0.047080979
Merton 022D,E01003440,1142,15,42,0.014124294,0.039548023
Merton 022E,E01003441,1290,25,42,0.02354049,0.039548023
Merton 023A,E01003427,1357,22,88,0.020715631,0.082862524
Merton 023B,E01003436,1092,13,52,0.012241055,0.048964218
Merton 023C,E01003439,1076,12,64,0.011299435,0.060263653
Merton 023D,E01003448,1213,27,62,0.025423729,0.058380414
Merton 023E,E01003453,1194,16,74,0.015065913,0.069679849
Merton 024A,E01003438,1196,17,63,0.016007533,0.059322034
Merton 024B,E01003449,1262,23,58,0.02165725,0.054613936
Merton 024C,E01003450,1107,21,50,0.019774011,0.047080979
Merton 024D,E01003451,1239,22,58,0.020715631,0.054613936
Merton 024E,E01003452,1405,18,71,0.016949153,0.066854991
Merton 025A,E01003417,1145,21,45,0.019774011,0.042372881
Merton 025B,E01003418,1083,14,41,0.013182674,0.038606403
Merton 025C,E01003419,1260,24,43,0.02259887,0.040489642
Merton 025D,E01003420,979,15,39,0.014124294,0.036723164
Merton 025E,E01003422,1008,16,49,0.015065913,0.04613936
Redbridge 001A,E01003744,997,8,28,0.007532957,0.026365348
Redbridge 001B,E01003745,1043,13,34,0.012241055,0.032015066
Redbridge 001C,E01003746,1042,19,51,0.017890772,0.048022599
Redbridge 001D,E01003747,922,8,22,0.007532957,0.020715631
Redbridge 001E,E01003748,1085,10,47,0.009416196,0.044256121
Redbridge 001F,E01003749,1215,10,46,0.009416196,0.043314501
Redbridge 001G,E01003750,1204,10,67,0.009416196,0.063088512
Redbridge 002A,E01003720,1260,9,53,0.008474576,0.049905838
Redbridge 002B,E01003722,1256,10,33,0.009416196,0.031073446
Redbridge 002C,E01003723,1188,4,39,0.003766478,0.036723164
Redbridge 002D,E01003726,1048,8,25,0.007532957,0.02354049
Redbridge 003A,E01003721,1129,5,39,0.004708098,0.036723164
Redbridge 003B,E01003724,964,2,23,0.001883239,0.02165725
Redbridge 003C,E01003725,1057,5,31,0.004708098,0.029190207
Redbridge 003D,E01003727,1109,10,31,0.009416196,0.029190207
Redbridge 004A,E01003654,1130,5,36,0.004708098,0.033898305
Redbridge 004B,E01003655,1155,11,37,0.010357815,0.034839925
Redbridge 004C,E01003658,1184,11,38,0.010357815,0.035781544
Redbridge 004D,E01003660,1292,13,35,0.012241055,0.032956685
Redbridge 005A,E01003656,1078,7,42,0.006591337,0.039548023
Redbridge 005B,E01003657,1568,11,49,0.010357815,0.04613936
Redbridge 005C,E01003659,1200,5,27,0.004708098,0.025423729
Redbridge 006A,E01003698,1028,3,38,0.002824859,0.035781544
Redbridge 006B,E01003699,1042,5,31,0.004708098,0.029190207
Redbridge 006C,E01003700,1641,11,57,0.010357815,0.053672316
Redbridge 006D,E01003701,1262,5,46,0.004708098,0.043314501
Redbridge 006E,E01003702,1226,7,18,0.006591337,0.016949153
Redbridge 006F,E01003703,1853,4,31,0.003766478,0.029190207
Redbridge 006G,E01003704,1218,4,34,0.003766478,0.032015066
Redbridge 007A,E01003668,1226,21,29,0.019774011,0.027306968
Redbridge 007B,E01003669,1162,25,50,0.02354049,0.047080979
Redbridge 007C,E01003670,1079,17,66,0.016007533,0.062146893
Redbridge 007D,E01003671,1126,14,51,0.013182674,0.048022599
Redbridge 007E,E01003672,1008,13,37,0.012241055,0.034839925
Redbridge 007F,E01003673,1403,21,53,0.019774011,0.049905838
Redbridge 007G,E01003674,1693,15,73,0.014124294,0.06873823
Redbridge 008A,E01003707,981,2,25,0.001883239,0.02354049
Redbridge 008B,E01003708,1012,9,23,0.008474576,0.02165725
Redbridge 008C,E01003709,1150,5,23,0.004708098,0.02165725
Redbridge 008D,E01003710,1114,4,35,0.003766478,0.032956685
Redbridge 009A,E01003759,1087,15,67,0.014124294,0.063088512
Redbridge 009B,E01003760,1308,14,45,0.013182674,0.042372881
Redbridge 009C,E01003761,1154,14,50,0.013182674,0.047080979
Redbridge 009D,E01003762,1231,22,61,0.020715631,0.057438795
Redbridge 009E,E01003763,1317,7,31,0.006591337,0.029190207
Redbridge 009F,E01003764,1495,18,47,0.016949153,0.044256121
Redbridge 009G,E01003765,1186,7,53,0.006591337,0.049905838
Redbridge 010A,E01003705,1576,7,65,0.006591337,0.061205273
Redbridge 010B,E01003706,1059,3,24,0.002824859,0.02259887
Redbridge 010C,E01003711,1250,7,51,0.006591337,0.048022599
Redbridge 010D,E01003712,937,8,25,0.007532957,0.02354049
Redbridge 012A,E01003646,1261,5,47,0.004708098,0.044256121
Redbridge 012B,E01003648,1040,10,23,0.009416196,0.02165725
Redbridge 012C,E01003649,1199,1,27,0.00094162,0.025423729
Redbridge 012D,E01003651,1077,5,31,0.004708098,0.029190207
Redbridge 013A,E01003639,1249,1,36,0.00094162,0.033898305
Redbridge 013B,E01003640,1259,8,32,0.007532957,0.030131827
Redbridge 013C,E01003641,1223,4,40,0.003766478,0.037664783
Redbridge 013D,E01003642,1172,7,33,0.006591337,0.031073446
Redbridge 014A,E01003774,1365,10,48,0.009416196,0.04519774
Redbridge 014B,E01003775,1259,23,23,0.02165725,0.02165725
Redbridge 014C,E01003776,1153,13,28,0.012241055,0.026365348
Redbridge 014D,E01003777,1399,24,41,0.02259887,0.038606403
Redbridge 014E,E01003778,1432,42,45,0.039548023,0.042372881
Redbridge 014F,E01003779,1120,26,38,0.024482109,0.035781544
Redbridge 014G,E01003780,1108,13,35,0.012241055,0.032956685
Redbridge 015A,E01003647,1302,4,38,0.003766478,0.035781544
Redbridge 015B,E01003650,1031,3,36,0.002824859,0.033898305
Redbridge 015C,E01003652,1107,8,32,0.007532957,0.030131827
Redbridge 015D,E01003653,1053,6,50,0.005649718,0.047080979
Redbridge 017A,E01003638,1176,4,42,0.003766478,0.039548023
Redbridge 017B,E01003643,1239,3,55,0.002824859,0.051789077
Redbridge 017C,E01003644,1125,4,47,0.003766478,0.044256121
Redbridge 017D,E01003645,1838,11,65,0.010357815,0.061205273
Redbridge 018A,E01003789,1102,20,39,0.018832392,0.036723164
Redbridge 018B,E01003794,1032,17,37,0.016007533,0.034839925
Redbridge 018C,E01003795,848,16,29,0.015065913,0.027306968
Redbridge 018D,E01003796,1164,20,35,0.018832392,0.032956685
Redbridge 019A,E01003661,1385,12,52,0.011299435,0.048964218
Redbridge 019B,E01003662,1325,5,54,0.004708098,0.050847458
Redbridge 019C,E01003663,1128,9,53,0.008474576,0.049905838
Redbridge 019D,E01003664,1218,8,43,0.007532957,0.040489642
Redbridge 019E,E01003665,1131,12,56,0.011299435,0.052730697
Redbridge 019F,E01003666,1535,4,72,0.003766478,0.06779661
